,year,month,media,title,annotator 1,annotator 2,annotator 3,label
1574,2019,8,nyt,Republicans Watch Fractious Democratic Debates and Like What They See,1,1,1,1
1575,2020,1,nyt,Biden Plans a Counterattack at Trump as Impeachment Tensions Rise,1,1,0,1
1576,2020,10,nyt,Theyve got to be aggressively campaigning: A leading Democrat urges Biden to stay on the trail.,1,1,1,1
1577,2020,10,nyt,"Democrats, Facing Critical Supreme Court Battle, Worry Feinstein Is Not Up to the Task",0,1,0,0
1578,2020,10,nyt,Democrats Gain in Georgia Senate Races as Presidential Race Remains Tied,0,1,0,0
1579,2020,12,nyt,Top Democrats Back Compromise Plan to Revive Stimulus Talks,0,1,0,0
1580,2020,12,nyt,Trumps Final Days of Rage and Denial,1,1,1,1
1581,2020,12,nyt,Trump Officials Push Ambitious Vaccine Timeline as California Locks Down,0,0,0,0
1582,2021,1,nyt,Wall Street Journal Editorial Urges Trump to Resign to Avoid Impeachment,1,1,0,1
1583,2021,1,nyt,"Trump Seeks Respite in Texas, Where G.O.P. Allies Face Pressure",1,1,1,1
1584,2021,1,nyt,Full Analysis of the 2021 Inauguration of President Joe Biden,0,0,0,0
1585,2021,3,nyt,Psaki: Trump Administration Rhetoric Contributed to Anti-Asian Threats,1,1,1,1
1586,2021,4,nyt,How Trump Steered Supporters Into Unwitting Donations,1,1,1,1
1587,2021,4,nyt,"I Know Shes Gone, but Why?: Love and Loss at a Boulder Grocery Store",0,0,0,0
1588,2021,4,nyt,Surging Virus Has Michigans Democratic Governor at Loggerheads With Biden,0,0,1,0
1589,2021,5,nyt,Biden Cant Decide What Counts as a Democracy,1,1,1,1
1590,2021,5,nyt,The Evictions Surprised Trailer Park Residents. The Protest Stunned Officials.,1,0,1,1
1591,2021,5,nyt,"Biden Sends Republicans New Infrastructure Offer, but a Gulf Remains",0,1,1,1
1592,2021,6,nyt,"As Wars Wind Down, Congress Revisits Presidential Powers",0,1,0,0
1593,2021,7,nyt,Robinhoods Guinea Pig for Upending Public Offerings: Itself,0,0,0,0
1594,2021,9,nyt,Democrats Stumble on Drug Prices Shows Power of Industry,0,1,1,1
1595,2021,9,nyt,House Democrats demand answers by Friday about the Border Patrols treatment of Haitian migrants.,0,1,0,0
1596,2021,9,nyt,Liberalisms Last Stand,1,1,1,1
1597,2021,9,nyt,Biden Struggles to Unite His Own Party Behind His Economic Agenda,1,1,1,1
1598,2021,10,nyt,"Art Institute of Chicago Ends a Docent Program, and Sets Off a Backlash",0,0,0,0
1599,2021,11,nyt,Republicans Are Once Again Heating Up the Culture Wars,1,1,1,1
1600,2021,11,nyt,Heres How Mexico Can Clean Up Its Dirty Energy Industry,0,0,1,0
1601,2021,11,nyt,"As Cuba Crushes Dissent, a Nationwide Protest Fizzles",1,1,1,1
1602,2021,12,nyt,Why the Fed Chair Wont Call Inflation Transitory Anymore,0,0,0,0
1603,2021,12,nyt,The Words Democrats Use Are Not the Real Problem,0,1,1,1
1604,2022,2,nyt,How a National Movement Toppled Hundreds of Confederate Symbols,0,1,1,1
1605,2022,5,nyt,Protesters Gather in Manhattan in Support of Roe,1,1,1,1
1606,2022,6,nyt,"As Battles Rage, Ukraine Rejects Macron Plea Not to Humiliate Russia",1,1,1,1
1607,2022,8,nyt,Republicans force the removal of a measure that would cap insulin prices at $35 for private insurers.,1,1,0,1
1608,2022,8,nyt,A Top Wisconsin Republican Fires the 2020 Election Investigator He Hired,0,1,1,1
1609,2022,8,nyt,Laws and Lists in Search Warrant Offer Clues to Trump Document Investigation,1,1,0,1
1610,2022,9,nyt,Sex Ed Emerges as Core Issue for N.J. Republicans as Midterms Approach,0,0,0,0
1611,2014,3,nbc,"Obama Doesn't View Putin as Irrational, Senior Official Says",0,0,0,0
1612,2014,6,nbc,President Obama Wants to Provide Border Children Legal Help,0,0,0,0
1613,2014,11,nbc,"Republicans Have Midterm Advantage, But It Still Doesn't Look Like a Wave",1,1,0,1
1614,2014,12,nbc,Putin: 'The West Wants to Hold Russia Back',1,1,1,1
1615,2015,4,nbc,Christie: Obama 'Should Be Ashamed of Himself' Over Cuba Policy,1,1,1,1
1616,2015,7,nbc,Donald Trump Claims That He's Worth $10 Billion,0,0,1,0
1617,2015,9,nbc,Decision 2016: Democrats Battle for Iowa's Latinos,0,0,0,0
1618,2015,9,nbc,Kremlin Says Hackers Attacked Putin Website,1,1,1,1
1619,2015,10,nbc,"Stephen Hawking Talks Killer Robots, Favorite Song in Reddit AMA",0,0,0,0
1620,2015,10,nbc,Trump Accuses Tough Questioner of Being a Bush Plant,1,1,1,1
1621,2015,12,nbc,Trump Issues Twitter Warning Shot to Cruz After Reported Critique,0,1,1,1
1622,2016,3,nbc,Watch Clinton's Fiery Response to Indictment Question,0,1,1,1
1623,2016,4,nbc,Cruz Sweeps Colorado as Trump Campaign Issues Error-Filled Ballots,1,1,1,1
1624,2016,10,nbc,"In Attacking Carlos Slim After Times Reports, Trump Invokes Mexico, Again",1,1,1,1
1625,2016,11,nbc,Bathroom Bill Looms Large in North Carolina Governor's Race,0,0,0,0
1626,2017,1,nbc,Trump Promotes Neutrality Opponent Ajit Pai to Lead FCC,0,0,0,0
1627,2017,2,nbc,Trump: I'll Push McConnell To 'Go Nuclear' If SCOTUS Vote Deadlocked,1,1,1,1
1628,2017,6,nbc,Lack of Job Gains Could Hamper Trump's 3 Percent Economic Growth Target,1,1,0,1
1629,2017,7,nbc,Trump Transgender Ban Nod to Christian Conservatives,1,0,1,1
1630,2017,9,nbc,Opinion: Trump's DACA Decision Is Another Wrecking Ball to Latino Support for GOP,1,1,1,1
1631,2017,10,nbc,Brennan: Trump Aides May Need to Talk Him Out of War,1,1,1,1
1632,2017,10,nbc,Obama Knocks 'Old Politics of Division' in Return to Campaign Trail,0,1,0,0
1633,2018,1,nbc,Lewandowski rebuffs House committee's questions in Russia probe,0,1,0,0
1634,2018,2,nbc,NRA's Wayne LaPierre accuses Democrats of exploiting Parkland shooting in speech,1,1,0,1
1635,2018,3,nbc,Tough questions await new Trump nominees as Senate gears up for hearings,0,1,0,0
1636,2018,5,nbc,Fringe liberal ideas move to front-burner for Democrats,0,1,0,0
1637,2018,5,nbc,Rand Paul asks Haspel if the CIA spied on Trump in 2016,1,1,0,1
1638,2018,7,nbc,Impatient Trump drives U.S. push for peace talks in Afghanistan,0,1,1,1
1639,2018,8,nbc,"Trump cancels military parade, blames D.C. officials for high cost",1,1,1,1
1640,2018,9,nbc,How SpaceX's huge 'BFR' spaceship for Mars has changed,0,0,0,0
1641,2018,12,nbc,Trump blasts deal to dissolve his charitable foundation,1,1,1,1
1642,2019,4,nbc,California Gov. Gavin Newsom seeks to counter Trump's rhetoric in El Salvador,1,1,1,1
1643,2019,4,nbc,"On impeachment, Warren just stole the show from her dodging Democratic rivals",1,1,1,1
1644,2019,5,nbc,Democrat mocks Barr with bucket of fried chicken at hearing,1,1,1,1
1645,2019,5,nbc,A guide to Trump's nicknames and insults about the 2020 Democratic field,1,1,1,1
1646,2019,10,nbc,Sen. Susan Collins is an endangered Republican. Impeachment could make her more so.,1,1,1,1
1647,2019,10,nbc,"Trump impeachment inquiry's secrecy, and Nancy Pelosi denying a House vote, weaken Democrats' case",1,1,0,1
1648,2019,12,nbc,Trump and Stephen Miller capitalize on white America's fear its racial identity is losing value,1,1,1,1
1649,2020,1,nbc,Trump's Iran attack distracts from impeachment — but it can still hurt him politically,1,1,1,1
1650,2020,1,nbc,"Trump blasts 'mini Mike Bloomberg' for ads, refusal to take part in debates",1,1,1,1
1651,2020,6,nbc,Democratic Colorado Senate hopeful Hickenlooper apologizes for slave comment,0,1,1,1
1652,2020,11,nbc,Pennsylvania Supreme Court rejects Trump campaign lawsuit over election observers in Philadelphia,1,1,0,1
1653,2020,12,nbc,Trump's fights with fellow Republicans have political consequences beyond 2020,1,1,0,1
1654,2021,5,nbc,Arizona Senate Republicans sign lease to continue vote audit,0,0,0,0
1655,2021,5,nbc,"Biden revokes controversial Trump orders on monuments, immigration",1,1,0,1
1656,2021,8,nbc,Federal judge won't block Biden administration's new eviction moratorium,0,0,0,0
1657,2021,10,nbc,How can we benefit from it if we're not there anymore?': Obama Center neighbors still waiting for housing protection,1,0,1,1
1658,2022,5,nbc,"Pennsylvania Senate race rocked by late twists, from John Fetterman's stroke to Kathy Barnette's meteoric rise",0,1,1,1
1659,2014,1,reason,Obamacare Opponents Lose Lawsuit over Subsidy Rules,1,1,0,1
1660,2014,2,reason,The Poor Don't Pay Taxes? They Sure Do—For Obamacare!,1,1,1,1
1661,2014,3,reason,"Obamacare's Mandate Won't Be Delayed, but It Won't Really Be Enforced Either",0,1,0,0
1662,2014,3,reason,Should Libertarians Support Religious Exceptions to Generally Applicable Laws?,1,0,0,0
1663,2014,5,reason,Will Obamacare's Employer Mandate Ever Be Implemented?,1,0,1,1
1664,2014,7,reason,"Benjamin Netanyahu Had to Tell John Kerry ""This is Not Vietnam""",0,1,1,1
1665,2014,9,reason,Rand Paul Says Obama's ISIS Plan Definitely Unconstitutional,1,1,1,1
1666,2014,10,reason,Are Libertarians Spoiling the Midterm Elections?,1,1,1,1
1667,2014,12,reason,Are Democrats Starting to Regret Obamacare?,1,1,1,1
1668,2015,2,reason,Republicans Rail Against Utility Regulations for the Internet,1,1,1,1
1669,2015,3,reason,Why Won't Anyone Challenge Hillary?,1,1,1,1
1670,2015,4,reason,Why Is Steve Wynn Trying to Gut Nevada's Anti-SLAPP Law?,0,1,1,1
1671,2015,5,reason,Of Course Democrats Deserve the Blame for What's Happening in Baltimore,1,1,1,1
1672,2015,5,reason,"Maryland Governor Vetoes Asset Forfeiture Reform, Marijuana Decriminalization Bills",1,0,0,0
1673,2015,11,reason,Professional-client speech and the First Amendment,0,0,0,0
1674,2015,11,reason,Obama Insists 'We Have to Do Something' About Mass Shootings but Can't Say What or Why It Would Work,0,1,1,1
1675,2017,1,reason,"Rand Paul, Justin Amash Trash the GOP Majority's Debt-Ridden Budget Plans",1,1,1,1
1676,2017,1,reason,Is Trump's #MuslimBan a Muslim Ban?,1,1,1,1
1677,2017,5,reason,Comey's Dismissal Shows Trump Is Really Bad at Cover-Ups,1,1,1,1
1678,2019,5,reason,Federal Court Rules Trump Cannot Use Defense Funds to Build Border Wall,1,1,0,1
1679,2019,10,reason,Hillary Clinton Says Donald Trump Is an Illegitimate President and Tulsi Gabbard Is a Russian Tool,1,1,1,1
1680,2020,10,reason,Senate Democrats and Republicans Strike Deal To Subpoena Big Tech CEOs,0,0,0,0
1681,2021,4,reason,"""[1] Cohabitating While Unmarried, [2] Unfamiliarity with [Shofars], and [3] Being Silly Are All Lawful Acts""",0,0,1,0
1682,2022,3,reason,Supreme Court Splinters Over State Secrets Privilege,1,1,0,1
1683,2022,7,reason,Fiona Harrigan: Why Utah Republicans Bucked Trump and Biden on Afghan Refugees,1,1,1,1
1684,2014,3,fedlist,Are Voters Too Sensitive?,1,0,1,1
1685,2014,3,fedlist,Is Obama Really More Fiscally Conservative Than Reagan?,0,1,0,0
1686,2014,4,fedlist,Conservatives Still Dont Want You To Get Sick And Die,0,1,0,0
1687,2015,7,fedlist,You Know Whats More Offensive Than Huckabees Holocaust Remark? Obamas Iran Deal,0,1,1,1
1688,2015,8,fedlist,Conservatives Beware: The Speech Police Are Coming For You,1,1,1,1
1689,2016,7,fedlist,How Obama Divides America,1,1,1,1
1690,2016,7,fedlist,Michelle Obamas Speech Shows Democrats Only Love America To Spite Trump,1,1,1,1
1691,2016,9,fedlist,Payton: Blame ObamaCare If Democrats Cant Win The Senate,1,1,1,1
1692,2016,9,fedlist,Stop Blaming Only Boys For Pornland,0,0,0,0
1693,2017,9,fedlist,Democrat Attacks On Female Court Nominees Show Yet Again Feminism Is Just A Ruse,1,1,1,1
1694,2017,10,fedlist,How Democrats Forced Abortifacients Into Obamacare Without Voting On It,1,1,1,1
1695,2019,8,fedlist,White Supremacy Report The Left Is Using To Attack Tucker Carlson Actually Reinforces His Point,1,1,1,1
1696,2020,1,fedlist,Bureaucratic Investigation Claims Trumps Withholding Of Ukraine Aid Violated Law,1,1,1,1
1697,2020,5,fedlist,Trump Derangement Syndrome Has Introduced Impeachment 2.0,1,1,1,1
1698,2020,7,fedlist,"Big Tech Made Big Promises In House Hearing, But Republicans Remain Skeptical",0,0,0,0
1699,2020,10,fedlist,"With Biden Corruption, Democrats Are Once Again Reaping The Consequences Of Their Gentle Primary",1,1,1,1
1700,2021,4,fedlist,Democrat Rep. Maxine Waters Demanded Special Police Motorcade And Escort Before Calling For Violence At Anti-Police Event,0,1,1,1
1701,2021,6,fedlist,Hollywood Hypocrites Push Gun-Control Activism Bankrolled By Michael Bloomberg,1,1,1,1
1702,2022,1,fedlist,EXCLUSIVE: House Republicans Demand Records Over Capitol Police Surveillance Of Constituents,0,1,1,1
1703,2022,1,fedlist,This Senate Rule Could Stop Democrats From Confirming Bidens SCOTUS Nominee,0,1,0,0
1704,2022,4,fedlist,"Letter: No, Hillary Clinton Cant Try To Hide 2016 Oppo Research From The Special Counsel",1,1,1,1
1705,2022,6,fedlist,Biden White House Shrugs As Its Energy Policies Drive Gas Prices To Record-High $4.97,0,1,1,1
1706,2014,1,washt,Only clueless will buy Obamacare,1,1,1,1
1707,2014,1,washt,Obama's rhetoric on poverty doesn't match performance,1,1,1,1
1708,2014,1,washt,Christie says controversies won't cloud his agenda,0,1,0,0
1709,2014,1,washt,"In Kentucky, opposing views on Obamacare success",1,1,0,1
1710,2014,2,washt,"Same-sex benefits move stirs partisan rift, creates concern with states' rights",1,1,1,1
1711,2014,5,washt,"Questions on racism, drone attacks plague Obama judicial nominees",1,1,1,1
1712,2014,6,washt,"Chris McDaniel defiant, blasts Sen. Cochran for leaning on 'liberal Democrats'",1,1,1,1
1713,2014,7,washt,LOVERRO: Hall of Fame is one birthday present A-Rod will never unwrap,0,0,0,0
1714,2014,7,washt,Protesters rally in Colorado to support Israel's fight with Hamas,1,1,0,1
1715,2014,7,washt,States confident on Obamacare subsidies despite rulings of courts,0,1,0,0
1716,2014,7,washt,"To fix America, copy Texas",0,1,0,0
1717,2014,9,washt,"Pressure on Obama to select, implement Islamic State plan",0,1,0,0
1718,2014,9,washt,Cruz's immigration stance could presage government shutdown showdown,0,1,0,0
1719,2014,10,washt,Ebola response shows Obama's true feelings,0,0,0,0
1720,2015,1,washt,State of the Union address: Obama to gloat over resurgent U.S. economy,0,1,1,1
1721,2015,2,washt,"House votes to repeal, replace Obamacare",1,0,0,0
1722,2015,8,washt,Michael Hayden: Hillary Clinton's classified email denial incoherent,1,1,0,1
1723,2015,10,washt,"Donald Trump, GOP presidential candidate: I could stand there for 20 hours",0,0,0,0
1724,2015,12,washt,"Loretta Lynch, attorney general: President will call for Americans not to give into fear",0,0,0,0
1725,2015,12,washt,Josh LeRibeus has improved his snaps since struggling against Panthers,0,0,0,0
1726,2016,4,washt,Donald Trump moves to fix his problems with women,1,1,0,1
1727,2016,6,washt,Republicans unwilling to vote for Donald Trump prepared to split tickets,1,1,0,1
1728,2016,8,washt,"Obama pushes back against Trump on military, Gold Star family",1,1,0,1
1729,2016,8,washt,"John Kasich says Trump can't win Ohio, still won't endorse GOP nominee",1,1,0,1
1730,2016,9,washt,Donald Trump dials back rhetoric: 'Great respect' for Mexicans,0,0,1,0
1731,2017,1,washt,Donald Trump orders freeze on federal civilian hiring,1,0,0,0
1732,2017,7,washt,CNN threatens to reveal Reddit user real identity over Trump wrestling video,1,1,1,1
1733,2017,8,washt,Donald Trump signs Russia sanctions bill,1,1,0,1
1734,2017,8,washt,Bill Browder stands by claims that Russia paid firm behind the anti-Trump dossier,1,1,0,1
1735,2017,9,washt,Donald Trump 'experts' forget America First presidents,0,1,1,1
1736,2017,9,washt,Donald Trump touts tax reform plan as boon for middle class,0,1,0,0
1737,2017,11,washt,Texas massacre used by left to push gun control agenda,1,1,0,1
1738,2018,2,washt,Democrats defeat Columbine survivor's concealed carry guns bill,0,0,0,0
1739,2018,2,washt,How Hope Hicks handled Russia probe testimony after Trump trashed it as a 'WITCH HUNT',0,1,1,1
1740,2018,4,washt,"Donald Trump threatens to nix DACA, NAFTA deals over illegal immigration",1,1,1,1
1741,2018,4,washt,"Donald Trump tweets on James Comey, Robert Mueller; Republican lawmakers temper tone",0,1,1,1
1742,2018,6,washt,House immigration vote snafu enrages activists,1,0,1,1
1743,2018,8,washt,Roger Stone preemptively denies alerting Donald Trump in advance of imminent WikiLeaks disclosures,1,1,0,1
1744,2018,10,washt,"White House slams Kavanaugh 'ice throwing' report, questions reporter's bias",1,1,1,1
1745,2018,11,washt,Tom Perez struggles to defend Democrats' #MeToo record amid Keith Ellison accusations,1,1,1,1
1746,2018,11,washt,Trump rejects report of North Korea deception,1,1,1,1
1747,2018,11,washt,Donald Trump threatens to release 'devastating' Russia probe documents if Dems launch investigations,1,1,1,1
1748,2019,1,washt,Rudy Giuliani: Possible that Trump campaign colluded with Russia,1,1,1,1
1749,2019,1,washt,Conservatives frustrated over alleged deal for liberal 9th Circuit judicial picks,0,1,1,1
1750,2019,2,washt,Trump's State of the Union speech was a personal best but with one Obamanian slip,1,1,1,1
1751,2019,3,washt,Trump hiring of illegals immigrants an issue for Pennsylvania voters,1,1,1,1
1752,2019,5,washt,Nadler says Democrats uninterested in Mueller grand jury materials,0,0,0,0
1753,2019,5,washt,Blue states sue over Trump's 'conscience' rule for health workers,1,1,1,1
1754,2019,6,washt,Trump claims executive privilege to withhold census citizenship documents,1,0,0,0
1755,2019,6,washt,Sleepy Joe' Biden taunt strikes chord with Democrats,1,1,1,1
1756,2019,9,washt,Andrew Yang: Democrats increase odds of 2020 loss if 'Donald Trump bad' is their big pitch,0,1,1,1
1757,2019,10,washt,Mitch McConnell pressures Dems to back defense funds that include financial aid for Ukraine,1,1,0,1
1758,2019,12,washt,House Judiciary Committee to vote on Trump impeachment charges Wednesday,1,1,0,1
1759,2019,12,washt,Lindsey Graham won't back Donald Trump calling witnesses at the impeachment trial,1,1,0,1
1760,2020,2,washt,Donald Trump dismisses latest Russia report in clash with CNN reporter,1,1,1,1
1761,2020,2,washt,Trump campaign sues New York Times for libel over Russia reporting,1,1,1,1
1762,2020,3,washt,Jared Polis Colorado death penalty repeal blasted by Democrat Rhonda Fields,1,1,1,1
1763,2020,3,washt,"Donald Trump can't delay general election, legal experts say",1,1,0,1
1764,2020,5,washt,Obama can't help himself,0,1,1,1
1765,2020,5,washt,Donald Trump threatens to move GOP convention: Democratic governor 'still in shutdown mood',1,1,1,1
1766,2020,6,washt,Supreme Court declines to hear Trump challenge to California sanctuary law,1,1,0,1
1767,2020,6,washt,"Trump blasts Biden over loyalty to blacks, mental fitness at Tulsa rally",1,1,1,1
1768,2020,6,washt,Senate Democrats threaten to kill GOP's policing bill,1,1,1,1
1769,2020,8,washt,Trump campaign sues Nevada over new vote by mail measure,1,1,0,1
1770,2020,8,washt,Campaigns slow to rally Latino voters,0,0,0,0
1771,2020,9,washt,Pelosi warns GOP will face blowback at voting booth if Obamacare overturned,1,1,0,1
1772,2020,10,washt,Tim Scott says Trump should 'correct' Proud Boys comment: 'I think he misspoke',1,1,1,1
1773,2020,12,washt,Trump legal team loses election challenges 59 out of 60 times,1,1,0,1
1774,2020,12,washt,Lindsey Graham denounces calls for Donald Trump to pardon 'traitor' Edward Snowden,1,1,1,1
1775,2021,1,washt,Social media companies' ban on Donald Trump poised to continue after end of presidency,1,1,0,1
1776,2021,2,washt,Marjorie Greene draws ire on right as Republican Jewish Coalition condemns 'anti-Semitic comments',1,1,1,1
1777,2021,3,washt,"Clock running on Democrats' ability to revoke Trump deregulation rules, watchdog says",0,1,0,0
1778,2021,4,washt,"Stacey Abrams begs Hollywood, liberal activists after SB 202 passes: 'Please do not boycott us'",1,1,0,1
1779,2021,4,washt,Coca-Cola banned from Georgia Republicans' offices after criticism of voting law,1,1,0,1
1780,2021,5,washt,Mitch McConnell urges Senate Republicans to vote against Jan. 6 commission,1,1,0,1
1781,2021,6,washt,Pro-life protesters go to court again to defend free speech against New York,1,1,1,1
1782,2021,9,washt,Texas sues Biden administration over transgender policies for employers,1,1,0,1
1783,2021,12,washt,Ex-Facebook workers: Censorship disagreement hinders Congress crackdown,0,1,0,0
1784,2022,1,washt,"McConnell slams Democrats for exploiting Jan. 6 to push blowing up filibuster, partisan voting bill",1,1,1,1
1785,2022,1,washt,Republicans rip Biden's bid to scrap expansion of drilling in Alaska,0,1,1,1
1786,2022,2,washt,Manchin balks at vulnerable Democrats' push to suspend federal gasoline tax,0,1,0,0
1787,2022,2,washt,Republicans call Biden's sanctions on Russia weak after Moscow invades Ukraine,1,1,1,1
1788,2022,3,washt,Democrats struggle to recruit in Florida,0,1,0,0
1789,2022,3,washt,Ovechkin advised against changing Instagram picture with Putin due to potential backlash,0,1,0,0
1790,2022,5,washt,White House says the leak of Supreme Court abortion opinion 'raises eyebrows',1,1,0,1
1791,2022,5,washt,Pelosi bristles after Newsom accuses Democrats of going missing on abortion rights,1,1,0,1
1792,2022,7,washt,"Buttigieg faces friendly fire from Democrats over flight cancellations, delays",0,0,0,0
1793,2022,9,washt,House GOP convinced Biden remains an anchor that will drag down Democrats in November,1,1,0,1
1794,2014,6,wsj,Obama Administration: Preserving Evidence of NSA's Web Surveillance Would Wreck Program,0,1,0,0
1795,2014,7,wsj,A Republican Victory on the Front Lines of ObamaCare,1,1,0,1
1796,2014,8,wsj,Obama Lauds Formation of New Iraqi Government,0,1,0,0
1797,2014,10,wsj,The Consequential Cop Opposed War on Drugs,0,0,0,0
1798,2014,11,wsj,ObamaCare Goes to Rewrite,0,0,0,0
1799,2014,12,wsj,Republicans Likely to Bolster Senate Edge,0,1,0,0
1800,2015,6,wsj,Boys State Is Proving Ground for GOP Candidates,0,0,0,0
1801,2015,7,wsj,GOP House Leaders Delay FAA Reauthorization Bill,0,0,0,0
1802,2015,8,wsj,Netanyahus No Campaign on Iran Deal Rattles Israel,0,0,0,0
1803,2015,8,wsj,Gov. Scott Walker Lashes Out at Republicans in Washington,1,1,1,1
1804,2015,10,wsj,Jeb Bushs Impossible Candidacy,0,0,0,0
1805,2015,12,wsj,The ObamaCare-Immigration Collision,1,1,0,1
1806,2016,3,wsj,Sanders Now Needs Landslides to Stop Clinton,0,1,0,0
1807,2016,5,wsj,Indiana Trump,0,0,0,0
1808,2016,8,wsj,Trump Expresses Regret for Past Comments,0,0,0,0
1809,2016,9,wsj,Undecided GOP-Leaning Voters Provide Opening for Donald Trump,1,1,0,1
1810,2016,9,wsj,Lacker to Tell Congress the Fed Doesnt Need an Overhaul,0,1,0,0
1811,2016,9,wsj,Trump Questions Police Shooting in Oklahoma,1,1,0,1
1812,2016,10,wsj,Senate Republicans Begin Breaking From Trump,1,1,1,1
1813,2016,11,wsj,Protests Against President-Elect Donald Trump Continue,1,1,1,1
1814,2016,12,wsj,Donald Trumps Labor Pick Spells Potential Trouble for Retirement Rule,0,1,0,0
1815,2016,12,wsj,"Dodd-Frank: GOP Weighs Sledgehammer as Banks Tell Trump to Mend, not End, Law | How Trump Handled Regulators | SEC Wants More LendingClub Disclosures | Suit Over Credit-Union Expansion | Dengs Take: China Poised to Slow Stock-Market Overhauls",0,0,0,0
1816,2016,12,wsj,Donald Trump Takes Conciliatory Tone at Postelection Rallies,0,0,0,0
1817,2017,2,wsj,Middle East Christians Fear Trump Ban Will Backfire,1,1,0,1
1818,2017,3,wsj,Funding Snapshot: Agricultural Fungicide Startup Boragen Secures $10 Million Series A,0,0,0,0
1819,2017,3,wsj,Police Forces Hope to Deploy Military Gear Obama Banned,1,1,1,1
1820,2017,3,wsj,The Deal Trump Shouldnt Make With Russia,1,1,0,1
1821,2017,5,wsj,Republican Wins Montana Race Despite Assault Charge,0,1,0,0
1822,2017,6,wsj,Should Trump Abandon the GOP?,1,1,0,1
1823,2017,7,wsj,Skinny Repeal of Obamacare Fails in Senate,0,1,1,1
1824,2017,9,wsj,One Last ObamaCare Try,0,0,0,0
1825,2017,9,wsj,Trump Administration Moves Cheer Abortion Foes,0,0,0,0
1826,2017,9,wsj,"Trump Backers Cheer Economic Agenda, Blame GOP for Setbacks",1,1,1,1
1827,2017,10,wsj,Microsofts Mixed Message on Virtual Reality,0,0,0,0
1828,2018,1,wsj,California Poses Problem for Republicans as 2018 Dawns,1,1,0,1
1829,2018,1,wsj,Is Trump a Guilty Pleasure?,1,1,1,1
1830,2018,3,wsj,Trump Brings Republicans to Moment of Truth on Trade,0,0,0,0
1831,2018,6,wsj,Three Issues on the Corporate Cybersecurity Agenda,0,0,0,0
1832,2018,7,wsj,The Elites Feed Anti-Immigrant Bias,1,1,1,1
1833,2018,12,wsj,Business Leaders Voice Concern About Trump Plan to Crack Down on Immigrants Using Public Benefits,1,1,0,1
1834,2019,1,wsj,Bloomberg Warns Schultz an Independent Bid Would Help Trump,1,0,0,0
1835,2019,2,wsj,The FBIs Trump Panic,1,1,1,1
1836,2019,11,wsj,Justice Department Warns Anonymous Trump Administration Author,1,0,0,0
1837,2019,11,wsj,Trump Rebuffed in Bid to Keep Tax Returns From Manhattan DA,0,1,0,0
1838,2019,12,wsj,Trump Rallies His Base as House Votes to Impeach,0,1,0,0
1839,2020,6,wsj,Trumps Bid to End DACA Blocked by Supreme Court,1,1,0,1
1840,2020,11,wsj,"He Won, Trump Tweets About the Election",0,0,0,0
1841,2021,1,wsj,Start Date of Trump Impeachment Trial Still Uncertain,0,1,0,0
1842,2021,4,wsj,Florida Republicans Pass Bill Tightening Voting Rules,1,1,0,1
1843,2021,11,wsj,Democrats Sacrifice Today For a Bigger Win Tomorrow,1,0,0,0
1844,2021,12,wsj,"Omicron Reinfections Can Trigger Milder Symptoms, New CDC Research Shows",0,0,0,0
1845,2022,1,wsj,Another New York Gun Rights Showdown,1,0,0,0
1846,2022,1,wsj,Sen. Chuck Schumer Responds on the Filibuster,0,1,0,0
1847,2022,3,wsj,Thousands of Russians Detained Following Antiwar Protests,1,1,1,1
1848,2022,3,wsj,Putins War Will Get Uglier,1,1,1,1
1849,2022,4,wsj,Return to Space Review: A Double Booster,0,0,0,0
1850,2022,4,wsj,GOP Senator Criticizes Minneapolis Fed Over Education Issue,1,1,0,1
1851,2022,6,wsj,"For Adventurous Families, a Bespoke Motorbike Tour in Vietnam",0,0,0,0
1852,2022,7,wsj,Biden to Meet Palestinians Angry He Hasnt Reversed Trump Policies,1,1,0,1
1853,2022,7,wsj,Same-Sex Marriage Bill Draws Some Republican Support in Senate,0,0,0,0
1854,2022,8,wsj,FBI Searches Trump Home in Florida,1,0,0,0
1855,2022,8,wsj,Ukraine Presses U.N. Over Nuclear Blackmail at Russian-Occupied Plant,1,1,1,1
1856,2022,8,wsj,How to Reform Student Loans in One Simple Step,0,0,0,0
1857,2022,9,wsj,Trumps Many Gifts to the Democrats,0,0,1,0
1858,2014,10,bbg,solar energy,0,0,0,0
1859,2019,2,bbg,facing limitless corporate power u s labor finds ways to win,0,0,0,0
1860,2020,10,bbg,trump is wrong he isn t winning bernie sanders voters over biden,1,1,0,1
1861,2021,9,bbg,texas abortion doctor lawsuits filed by allies may go nowhere,0,1,0,0
1862,2021,9,bbg,top democrat says biden inheritance tax plan is short of votes,1,1,0,1
1863,2021,10,bbg,biden agenda risks crumbling if centrists progressives can t pass safety net,1,1,1,1
1864,2021,11,bbg,democrats fcc makeover risks delay as gop fights biden nominee,1,1,0,1
1865,2021,11,bbg,biden could end trump s china trade war to beat inflation but open gop attacks,1,1,0,1
1866,2021,11,bbg,spac tied to trump s media venture seeks wall street backing,0,1,0,0
1867,2021,12,bbg,crypto chiefs face democrat skeptics gop supporters at hearing,0,1,0,0
1868,2022,1,bbg,johnson refuses to quit as he awaits probe into lockdown parties,0,1,0,0
